transfer	n_species	sample	well	strep_conc	replicate	OD
8	4	4_p09_C12	C12	0	1	0.343
8	4	4_p09_D12	D12	0	1	0.317
8	4	4_p09_E12	E12	0	1	0.337
8	4	4_p09_F12	F12	0	1	0.32
8	4	4_p09_G12	G12	0	1	0.043
8	4	4_p09_H12	H12	0	1	0.267
8	4	4_p10_A01	A1	0	2	0.041
8	4	4_p10_B01	B1	0	2	0.042
8	4	4_p10_C01	C1	0	2	0.333
8	4	4_p10_D01	D1	0	2	0.335
8	4	4_p10_E01	E1	0	2	0.406
8	4	4_p10_F01	F1	0	2	0.309
8	4	4_p10_G01	G1	0	2	0.043
8	4	4_p10_H01	H1	0	2	0.04
8	4	4_p10_A02	A2	0	2	0.043
8	4	4_p10_B02	B2	0	2	0.045
8	4	4_p10_C02	C2	0	2	0.311
8	4	4_p10_D02	D2	0	2	0.315
8	4	4_p10_E02	E2	0	2	0.345
8	4	4_p10_F02	F2	0	2	0.309
8	4	4_p10_G02	G2	0	2	0.041
8	4	4_p10_H02	H2	0	2	0.043
8	4	4_p10_A03	A3	0	2	0.042
8	4	4_p10_B03	B3	0	2	0.043
8	4	4_p10_C03	C3	0	2	0.348
8	4	4_p10_D03	D3	0	2	0.352
8	4	4_p10_E03	E3	0	2	0.356
8	4	4_p10_F03	F3	0	2	0.367
8	4	4_p10_G03	G3	0	2	0.04
8	4	4_p10_H03	H3	0	2	0.041
8	4	4_p10_A04	A4	0	2	0.043
8	4	4_p10_B04	B4	0	2	0.043
8	4	4_p10_C04	C4	0	2	0.298
8	4	4_p10_D04	D4	0	2	0.304
8	4	4_p10_E04	E4	0	2	0.321
8	4	4_p10_F04	F4	0	2	0.311
8	4	4_p10_G04	G4	0	2	0.042
8	4	4_p10_H04	H4	0	2	0.041
8	4	4_p10_A05	A5	0	2	0.296
8	4	4_p10_B05	B5	0	2	0.282
8	4	4_p10_C05	C5	0	2	0.321
8	4	4_p10_D05	D5	0	2	0.281
8	4	4_p10_E05	E5	0	2	0.338
8	4	4_p10_F05	F5	0	2	0.285
8	4	4_p10_G05	G5	0	2	0.041
8	4	4_p10_H05	H5	0	2	0.04
8	4	4_p10_A06	A6	0	2	0.273
8	4	4_p10_B06	B6	0	2	0.274
8	4	4_p10_C06	C6	0	2	0.269
8	4	4_p10_D06	D6	0	2	0.277
8	4	4_p10_E06	E6	0	2	0.349
8	4	4_p10_F06	F6	0	2	0.286
8	4	4_p10_G06	G6	0	2	0.043
8	4	4_p10_H06	H6	0	2	0.044
8	4	4_p10_A07	A7	0	2	0.283
8	4	4_p10_B07	B7	0	2	0.279
8	4	4_p10_C07	C7	0	2	0.285
8	4	4_p10_D07	D7	0	2	0.278
8	4	4_p10_E07	E7	0	2	0.339
8	4	4_p10_F07	F7	0	2	0.316
8	4	4_p10_G07	G7	0	2	0.045
8	4	4_p10_H07	H7	0	2	0.044
8	4	4_p10_A08	A8	0	2	0.288
8	4	4_p10_B08	B8	0	2	0.269
8	4	4_p10_C08	C8	0	2	0.275
8	4	4_p10_D08	D8	0	2	0.267
8	4	4_p10_E08	E8	0	2	0.341
8	4	4_p10_F08	F8	0	2	0.312
8	4	4_p10_G08	G8	0	2	0.043
8	4	4_p10_H08	H8	0	2	0.041
8	4	4_p10_A09	A9	0	2	0.354
8	4	4_p10_B09	B9	0	2	0.351
8	4	4_p10_C09	C9	0	2	0.262
8	4	4_p10_D09	D9	0	2	0.361
8	4	4_p10_E09	E9	0	2	0.405
8	4	4_p10_F09	F9	0	2	0.369
8	4	4_p10_G09	G9	0	2	0.042
8	4	4_p10_H09	H9	0	2	0.042
8	4	4_p10_A10	A10	0	2	0.306
8	4	4_p10_B10	B10	0	2	0.315
8	4	4_p10_C10	C10	0	2	0.322
8	4	4_p10_D10	D10	0	2	0.319
8	4	4_p10_E10	E10	0	2	0.359
8	4	4_p10_F10	F10	0	2	0.326
8	4	4_p10_G10	G10	0	2	0.042
8	4	4_p10_H10	H10	0	2	0.042
8	4	4_p10_A11	A11	0	2	0.33
8	4	4_p10_B11	B11	0	2	0.351
8	4	4_p10_C11	C11	0	2	0.243
8	4	4_p10_D11	D11	0	2	0.348
8	4	4_p10_E11	E11	0	2	0.376
8	4	4_p10_F11	F11	0	2	0.366
8	4	4_p10_G11	G11	0	2	0.041
8	4	4_p10_H11	H11	0	2	0.041
8	4	4_p10_A12	A12	0	2	0.293
8	4	4_p10_B12	B12	0	2	0.321
8	4	4_p10_C12	C12	0	2	0.333
8	4	4_p10_D12	D12	0	2	0.262
8	4	4_p10_E12	E12	0	2	0.364
8	4	4_p10_F12	F12	0	2	0.32
8	4	4_p10_G12	G12	0	2	0.041
8	4	4_p10_H12	H12	0	2	0.043
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
