transfers	n_species	well	strep_conc	replicate	OD
8	4	B9	0	2	0.351
1	3	B9	16	1	0.365
3	3	B9	16	1	0.287
5	3	B9	16	1	0.25
7	3	B9	16	1	0.355
8	3	B9	16	1	0.351
1	3	B9	16	2	0.404
3	3	B9	16	2	0.273
5	3	B9	16	2	0.295
7	3	B9	16	2	0.353
8	3	B9	16	2	0.308
1	4	B9	16	1	0.699
3	4	B9	16	1	0.322
5	4	B9	16	1	0.318
7	4	B9	16	1	0.318
8	4	B9	16	1	0.291
1	4	B9	16	2	0.653
3	4	B9	16	2	0.315
5	4	B9	16	2	0.329
7	4	B9	16	2	0.323
8	4	B9	16	2	0.353
1	3	B9	64	1	0.409
3	3	B9	64	1	0.297
5	3	B9	64	1	0.294
7	3	B9	64	1	0.302
8	3	B9	64	1	0.279
1	3	B9	64	2	0.372
3	3	B9	64	2	0.280
5	3	B9	64	2	0.299
7	3	B9	64	2	0.298
8	3	B9	64	2	0.271
1	4	B9	64	1	0.777
3	4	B9	64	1	0.294
5	4	B9	64	1	0.281
7	4	B9	64	1	0.297
8	4	B9	64	1	0.274
1	4	B9	64	2	0.791
3	4	B9	64	2	0.309
5	4	B9	64	2	0.285
7	4	B9	64	2	0.297
8	4	B9	64	2	0.277
1	3	B9	256	1	0.391
3	3	B9	256	1	0.306
5	3	B9	256	1	0.298
7	3	B9	256	1	0.32
8	3	B9	256	1	0.265
1	3	B9	256	2	0.401
3	3	B9	256	2	0.298
5	3	B9	256	2	0.297
7	3	B9	256	2	0.312
8	3	B9	256	2	0.295
1	4	B9	256	1	0.685
3	4	B9	256	1	0.301
5	4	B9	256	1	0.283
7	4	B9	256	1	0.272
8	4	B9	256	1	0.279
1	4	B9	256	2	0.555
3	4	B9	256	2	0.278
5	4	B9	256	2	0.279
7	4	B9	256	2	0.302
8	4	B9	256	2	0.277
1	3	C1	0	1	0.751
3	3	C1	0	1	0.347
5	3	C1	0	1	0.343
7	3	C1	0	1	0.331
8	3	C1	0	1	0.296
1	3	C1	0	2	0.637
3	3	C1	0	2	0.281
5	3	C1	0	2	0.331
7	3	C1	0	2	0.345
8	3	C1	0	2	0.315
1	4	C1	0	1	1.128
3	4	C1	0	1	0.353
5	4	C1	0	1	0.374
7	4	C1	0	1	0.343
8	4	C1	0	1	0.362
1	4	C1	0	2	1.113
3	4	C1	0	2	0.357
5	4	C1	0	2	0.36
7	4	C1	0	2	0.357
8	4	C1	0	2	0.333
1	3	C1	16	1	0.715
3	3	C1	16	1	0.312
5	3	C1	16	1	0.338
7	3	C1	16	1	0.349
8	3	C1	16	1	0.323
1	3	C1	16	2	0.607
3	3	C1	16	2	0.331
5	3	C1	16	2	0.341
7	3	C1	16	2	0.326
8	3	C1	16	2	0.289
1	4	C1	16	1	0.657
3	4	C1	16	1	0.251
5	4	C1	16	1	0.249
7	4	C1	16	1	0.278
8	4	C1	16	1	0.276
1	4	C1	16	2	0.760
3	4	C1	16	2	0.230
5	4	C1	16	2	0.192
7	4	C1	16	2	0.212
8	4	C1	16	2	0.24
1	3	C1	64	1	0.575
3	3	C1	64	1	0.351
5	3	C1	64	1	0.345
7	3	C1	64	1	0.349
8	3	C1	64	1	0.325
1	3	C1	64	2	0.767
3	3	C1	64	2	0.329
5	3	C1	64	2	0.342
7	3	C1	64	2	0.339
8	3	C1	64	2	0.297
1	4	C1	64	1	0.823
3	4	C1	64	1	0.272
5	4	C1	64	1	0.266
7	4	C1	64	1	0.269
8	4	C1	64	1	0.251
1	4	C1	64	2	0.792
3	4	C1	64	2	0.272
5	4	C1	64	2	0.26
7	4	C1	64	2	0.265
8	4	C1	64	2	0.255
1	3	C1	256	1	0.744
3	3	C1	256	1	0.311
5	3	C1	256	1	0.309
7	3	C1	256	1	0.317
8	3	C1	256	1	0.273
1	3	C1	256	2	0.739
3	3	C1	256	2	0.301
5	3	C1	256	2	0.315
7	3	C1	256	2	0.329
8	3	C1	256	2	0.288
1	4	C1	256	1	0.691
3	4	C1	256	1	0.217
5	4	C1	256	1	0.217
7	4	C1	256	1	0.218
8	4	C1	256	1	0.201
1	4	C1	256	2	0.584
3	4	C1	256	2	0.212
5	4	C1	256	2	0.201
7	4	C1	256	2	0.212
8	4	C1	256	2	0.196
1	3	C10	0	1	0.941
3	3	C10	0	1	0.341
5	3	C10	0	1	0.353
7	3	C10	0	1	0.352
8	3	C10	0	1	0.341
1	3	C10	0	2	0.751
3	3	C10	0	2	0.359
5	3	C10	0	2	0.343
7	3	C10	0	2	0.346
8	3	C10	0	2	0.306
1	4	C10	0	1	0.897
3	4	C10	0	1	0.330
5	4	C10	0	1	0.35
7	4	C10	0	1	0.327
8	4	C10	0	1	0.354
1	4	C10	0	2	0.705
3	4	C10	0	2	0.336
5	4	C10	0	2	0.331
7	4	C10	0	2	0.313
8	4	C10	0	2	0.322
1	3	C10	16	1	0.834
3	3	C10	16	1	0.360
5	3	C10	16	1	0.346
7	3	C10	16	1	0.359
8	3	C10	16	1	0.345
1	3	C10	16	2	0.855
3	3	C10	16	2	0.363
5	3	C10	16	2	0.335
7	3	C10	16	2	0.372
8	3	C10	16	2	0.315
1	4	C10	16	1	0.655
3	4	C10	16	1	0.354
5	4	C10	16	1	0.33
7	4	C10	16	1	0.408
8	4	C10	16	1	0.354
1	4	C10	16	2	0.704
3	4	C10	16	2	0.312
5	4	C10	16	2	0.334
7	4	C10	16	2	0.328
8	4	C10	16	2	0.361
1	3	C10	64	1	0.799
3	3	C10	64	1	0.330
5	3	C10	64	1	0.343
7	3	C10	64	1	0.343
8	3	C10	64	1	0.32
1	3	C10	64	2	0.820
3	3	C10	64	2	0.346
5	3	C10	64	2	0.34
7	3	C10	64	2	0.326
8	3	C10	64	2	0.31
1	4	C10	64	1	0.867
3	4	C10	64	1	0.305
5	4	C10	64	1	0.303
7	4	C10	64	1	0.319
8	4	C10	64	1	0.297
1	4	C10	64	2	0.630
3	4	C10	64	2	0.288
5	4	C10	64	2	0.297
7	4	C10	64	2	0.311
8	4	C10	64	2	0.293
1	3	C10	256	1	0.837
3	3	C10	256	1	0.329
5	3	C10	256	1	0.338
7	3	C10	256	1	0.374
8	3	C10	256	1	0.318
1	3	C10	256	2	0.795
3	3	C10	256	2	0.340
5	3	C10	256	2	0.347
7	3	C10	256	2	0.359
8	3	C10	256	2	0.338
1	4	C10	256	1	0.701
3	4	C10	256	1	0.301
5	4	C10	256	1	0.289
7	4	C10	256	1	0.336
8	4	C10	256	1	0.27
1	4	C10	256	2	0.700
3	4	C10	256	2	0.297
5	4	C10	256	2	0.294
7	4	C10	256	2	0.33
8	4	C10	256	2	0.298
1	3	C11	0	1	1.032
3	3	C11	0	1	0.356
5	3	C11	0	1	0.323
7	3	C11	0	1	0.332
8	3	C11	0	1	0.315
1	3	C11	0	2	0.922
3	3	C11	0	2	0.343
5	3	C11	0	2	0.328
7	3	C11	0	2	0.326
8	3	C11	0	2	0.298
1	4	C11	0	1	0.868
3	4	C11	0	1	0.373
5	4	C11	0	1	0.398
7	4	C11	0	1	0.365
8	4	C11	0	1	0.373
1	4	C11	0	2	0.624
3	4	C11	0	2	0.218
5	4	C11	0	2	0.223
7	4	C11	0	2	0.232
8	4	C11	0	2	0.243
1	3	C11	16	1	0.959
3	3	C11	16	1	0.369
5	3	C11	16	1	0.356
7	3	C11	16	1	0.367
8	3	C11	16	1	0.341
1	3	C11	16	2	1.016
3	3	C11	16	2	0.371
5	3	C11	16	2	0.361
7	3	C11	16	2	0.377
8	3	C11	16	2	0.32
1	4	C11	16	1	0.609
3	4	C11	16	1	0.281
5	4	C11	16	1	0.278
7	4	C11	16	1	0.3
8	4	C11	16	1	0.274
1	4	C11	16	2	0.672
3	4	C11	16	2	0.266
5	4	C11	16	2	0.269
7	4	C11	16	2	0.258
8	4	C11	16	2	0.272
1	3	C11	64	1	0.908
3	3	C11	64	1	0.349
5	3	C11	64	1	0.335
7	3	C11	64	1	0.349
8	3	C11	64	1	0.332
1	3	C11	64	2	0.932
3	3	C11	64	2	0.344
5	3	C11	64	2	0.354
7	3	C11	64	2	0.333
8	3	C11	64	2	0.319
1	4	C11	64	1	0.783
3	4	C11	64	1	0.274
5	4	C11	64	1	0.211
7	4	C11	64	1	0.231
8	4	C11	64	1	0.228
1	4	C11	64	2	0.712
3	4	C11	64	2	0.260
5	4	C11	64	2	0.275
7	4	C11	64	2	0.27
8	4	C11	64	2	0.241
1	3	C11	256	1	0.846
3	3	C11	256	1	0.325
5	3	C11	256	1	0.349
7	3	C11	256	1	0.366
8	3	C11	256	1	0.33
1	3	C11	256	2	0.899
3	3	C11	256	2	0.350
5	3	C11	256	2	0.361
7	3	C11	256	2	0.366
8	3	C11	256	2	0.344
1	4	C11	256	1	0.703
3	4	C11	256	1	0.283
5	4	C11	256	1	0.188
7	4	C11	256	1	0.233
8	4	C11	256	1	0.236
1	4	C11	256	2	0.681
3	4	C11	256	2	0.251
5	4	C11	256	2	0.262
7	4	C11	256	2	0.285
8	4	C11	256	2	0.262
1	3	C12	0	1	1.000
3	3	C12	0	1	0.339
5	3	C12	0	1	0.335
7	3	C12	0	1	0.366
8	3	C12	0	1	0.351
1	3	C12	0	2	0.894
3	3	C12	0	2	0.353
5	3	C12	0	2	0.329
7	3	C12	0	2	0.342
8	3	C12	0	2	0.328
1	4	C12	0	1	0.854
3	4	C12	0	1	0.321
5	4	C12	0	1	0.327
7	4	C12	0	1	0.334
8	4	C12	0	1	0.343
1	4	C12	0	2	0.882
3	4	C12	0	2	0.319
5	4	C12	0	2	0.317
7	4	C12	0	2	0.312
8	4	C12	0	2	0.333
1	3	C12	16	1	0.969
3	3	C12	16	1	0.346
5	3	C12	16	1	0.34
7	3	C12	16	1	0.359
8	3	C12	16	1	0.35
1	3	C12	16	2	1.009
3	3	C12	16	2	0.372
5	3	C12	16	2	0.332
7	3	C12	16	2	0.358
8	3	C12	16	2	0.311
1	4	C12	16	1	0.699
3	4	C12	16	1	0.301
5	4	C12	16	1	0.315
7	4	C12	16	1	0.349
8	4	C12	16	1	0.352
1	4	C12	16	2	0.698
3	4	C12	16	2	0.299
5	4	C12	16	2	0.333
7	4	C12	16	2	0.313
8	4	C12	16	2	0.341
1	3	C12	64	1	0.864
3	3	C12	64	1	0.335
5	3	C12	64	1	0.321
7	3	C12	64	1	0.331
8	3	C12	64	1	0.316
1	3	C12	64	2	0.959
3	3	C12	64	2	0.339
5	3	C12	64	2	0.34
7	3	C12	64	2	0.326
8	3	C12	64	2	0.311
1	4	C12	64	1	0.804
3	4	C12	64	1	0.327
5	4	C12	64	1	0.31
7	4	C12	64	1	0.337
8	4	C12	64	1	0.305
1	4	C12	64	2	0.860
3	4	C12	64	2	0.312
5	4	C12	64	2	0.334
7	4	C12	64	2	0.363
8	4	C12	64	2	0.313
1	3	C12	256	1	0.937
3	3	C12	256	1	0.357
5	3	C12	256	1	0.347
7	3	C12	256	1	0.352
8	3	C12	256	1	0.345
1	3	C12	256	2	1.009
3	3	C12	256	2	0.359
5	3	C12	256	2	0.349
7	3	C12	256	2	0.342
8	3	C12	256	2	0.331
1	4	C12	256	1	0.698
3	4	C12	256	1	0.331
5	4	C12	256	1	0.319
7	4	C12	256	1	0.321
8	4	C12	256	1	0.285
1	4	C12	256	2	0.753
3	4	C12	256	2	0.328
5	4	C12	256	2	0.318
7	4	C12	256	2	0.35
8	4	C12	256	2	0.318
1	3	C2	0	1	1.335
3	3	C2	0	1	0.357
5	3	C2	0	1	0.362
7	3	C2	0	1	0.351
8	3	C2	0	1	0.336
1	3	C2	0	2	0.766
3	3	C2	0	2	0.335
5	3	C2	0	2	0.355
7	3	C2	0	2	0.359
8	3	C2	0	2	0.333
1	4	C2	0	1	0.900
3	4	C2	0	1	0.335
5	4	C2	0	1	0.346
7	4	C2	0	1	0.315
8	4	C2	0	1	0.327
1	4	C2	0	2	1.506
3	4	C2	0	2	0.335
5	4	C2	0	2	0.321
7	4	C2	0	2	0.334
8	4	C2	0	2	0.311
1	3	C2	16	1	0.720
3	3	C2	16	1	0.238
5	3	C2	16	1	0.241
7	3	C2	16	1	0.254
8	3	C2	16	1	0.215
1	3	C2	16	2	0.731
3	3	C2	16	2	0.245
5	3	C2	16	2	0.235
7	3	C2	16	2	0.227
8	3	C2	16	2	0.216
1	4	C2	16	1	0.827
3	4	C2	16	1	0.342
5	4	C2	16	1	0.353
7	4	C2	16	1	0.354
8	4	C2	16	1	0.351
1	4	C2	16	2	0.807
3	4	C2	16	2	0.334
5	4	C2	16	2	0.354
7	4	C2	16	2	0.332
8	4	C2	16	2	0.329
1	3	C2	64	1	0.675
3	3	C2	64	1	0.247
5	3	C2	64	1	0.251
7	3	C2	64	1	0.227
8	3	C2	64	1	0.219
1	3	C2	64	2	0.754
3	3	C2	64	2	0.256
5	3	C2	64	2	0.24
7	3	C2	64	2	0.225
8	3	C2	64	2	0.223
1	4	C2	64	1	0.876
3	4	C2	64	1	0.296
5	4	C2	64	1	0.314
7	4	C2	64	1	0.302
8	4	C2	64	1	0.294
1	4	C2	64	2	0.601
3	4	C2	64	2	0.301
5	4	C2	64	2	0.334
7	4	C2	64	2	0.323
8	4	C2	64	2	0.322
1	3	C2	256	1	0.720
3	3	C2	256	1	0.251
5	3	C2	256	1	0.243
7	3	C2	256	1	0.242
8	3	C2	256	1	0.21
1	3	C2	256	2	0.721
3	3	C2	256	2	0.237
5	3	C2	256	2	0.24
7	3	C2	256	2	0.235
8	3	C2	256	2	0.22
1	4	C2	256	1	0.834
3	4	C2	256	1	0.313
5	4	C2	256	1	0.3
7	4	C2	256	1	0.309
8	4	C2	256	1	0.291
1	4	C2	256	2	0.899
3	4	C2	256	2	0.307
5	4	C2	256	2	0.316
7	4	C2	256	2	0.295
8	4	C2	256	2	0.287
1	3	C3	0	1	0.540
3	3	C3	0	1	0.288
5	3	C3	0	1	0.288
7	3	C3	0	1	0.282
8	3	C3	0	1	0.264
1	3	C3	0	2	0.522
3	3	C3	0	2	0.333
5	3	C3	0	2	0.344
7	3	C3	0	2	0.353
8	3	C3	0	2	0.338
1	4	C3	0	1	0.794
3	4	C3	0	1	0.345
5	4	C3	0	1	0.383
7	4	C3	0	1	0.362
8	4	C3	0	1	0.358
1	4	C3	0	2	0.906
3	4	C3	0	2	0.359
5	4	C3	0	2	0.351
7	4	C3	0	2	0.382
8	4	C3	0	2	0.348
1	3	C3	16	1	0.598
3	3	C3	16	1	0.273
5	3	C3	16	1	0.274
7	3	C3	16	1	0.289
8	3	C3	16	1	0.273
1	3	C3	16	2	0.494
3	3	C3	16	2	0.282
5	3	C3	16	2	0.284
7	3	C3	16	2	0.274
8	3	C3	16	2	0.247
1	4	C3	16	1	0.649
3	4	C3	16	1	0.259
5	4	C3	16	1	0.252
7	4	C3	16	1	0.299
8	4	C3	16	1	0.275
1	4	C3	16	2	0.691
3	4	C3	16	2	0.247
5	4	C3	16	2	0.219
7	4	C3	16	2	0.22
8	4	C3	16	2	0.251
1	3	C3	64	1	0.589
3	3	C3	64	1	0.280
5	3	C3	64	1	0.247
7	3	C3	64	1	0.222
8	3	C3	64	1	0.185
1	3	C3	64	2	0.681
3	3	C3	64	2	0.277
5	3	C3	64	2	0.278
7	3	C3	64	2	0.269
8	3	C3	64	2	0.252
1	4	C3	64	1	0.750
3	4	C3	64	1	0.263
5	4	C3	64	1	0.264
7	4	C3	64	1	0.269
8	4	C3	64	1	0.245
1	4	C3	64	2	0.681
3	4	C3	64	2	0.262
5	4	C3	64	2	0.271
7	4	C3	64	2	0.261
8	4	C3	64	2	0.253
1	3	C3	256	1	0.533
3	3	C3	256	1	0.289
5	3	C3	256	1	0.322
7	3	C3	256	1	0.355
8	3	C3	256	1	0.32
1	3	C3	256	2	0.726
3	3	C3	256	2	0.261
5	3	C3	256	2	0.271
7	3	C3	256	2	0.279
8	3	C3	256	2	0.246
1	4	C3	256	1	0.645
3	4	C3	256	1	0.263
5	4	C3	256	1	0.26
7	4	C3	256	1	0.26
8	4	C3	256	1	0.257
1	4	C3	256	2	0.680
3	4	C3	256	2	0.267
5	4	C3	256	2	0.248
7	4	C3	256	2	0.276
8	4	C3	256	2	0.242
1	3	C4	0	1	1.101
3	3	C4	0	1	0.321
5	3	C4	0	1	0.316
7	3	C4	0	1	0.322
8	3	C4	0	1	0.292
1	3	C4	0	2	0.805
3	3	C4	0	2	0.302
5	3	C4	0	2	0.313
7	3	C4	0	2	0.31
8	3	C4	0	2	0.294
1	4	C4	0	1	0.937
3	4	C4	0	1	0.302
5	4	C4	0	1	0.344
7	4	C4	0	1	0.332
8	4	C4	0	1	0.329
1	4	C4	0	2	1.014
3	4	C4	0	2	0.303
5	4	C4	0	2	0.322
7	4	C4	0	2	0.34
8	4	C4	0	2	0.298
1	3	C4	16	1	1.318
3	3	C4	16	1	0.319
5	3	C4	16	1	0.315
7	3	C4	16	1	0.325
8	3	C4	16	1	0.303
1	3	C4	16	2	0.983
3	3	C4	16	2	0.397
5	3	C4	16	2	0.315
7	3	C4	16	2	0.323
8	3	C4	16	2	0.301
1	4	C4	16	1	0.589
3	4	C4	16	1	0.304
5	4	C4	16	1	0.33
7	4	C4	16	1	0.371
8	4	C4	16	1	0.345
1	4	C4	16	2	0.736
3	4	C4	16	2	0.310
5	4	C4	16	2	0.324
7	4	C4	16	2	0.319
8	4	C4	16	2	0.335
1	3	C4	64	1	0.978
3	3	C4	64	1	0.303
5	3	C4	64	1	0.32
7	3	C4	64	1	0.325
8	3	C4	64	1	0.305
1	3	C4	64	2	1.498
3	3	C4	64	2	0.314
5	3	C4	64	2	0.328
7	3	C4	64	2	0.304
8	3	C4	64	2	0.28
1	4	C4	64	1	0.878
3	4	C4	64	1	0.329
5	4	C4	64	1	0.324
7	4	C4	64	1	0.32
8	4	C4	64	1	0.314
1	4	C4	64	2	0.802
3	4	C4	64	2	0.311
5	4	C4	64	2	0.336
7	4	C4	64	2	0.316
8	4	C4	64	2	0.325
1	3	C4	256	1	1.004
3	3	C4	256	1	0.313
5	3	C4	256	1	0.326
7	3	C4	256	1	0.332
8	3	C4	256	1	0.291
1	3	C4	256	2	1.195
3	3	C4	256	2	0.315
5	3	C4	256	2	0.319
7	3	C4	256	2	0.352
8	3	C4	256	2	0.321
1	4	C4	256	1	0.801
3	4	C4	256	1	0.309
5	4	C4	256	1	0.317
7	4	C4	256	1	0.33
8	4	C4	256	1	0.317
1	4	C4	256	2	0.784
3	4	C4	256	2	0.317
5	4	C4	256	2	0.331
7	4	C4	256	2	0.336
8	4	C4	256	2	0.326
1	3	C5	0	1	0.725
3	3	C5	0	1	0.300
5	3	C5	0	1	0.29
7	3	C5	0	1	0.287
8	3	C5	0	1	0.262
1	3	C5	0	2	0.715
3	3	C5	0	2	0.287
5	3	C5	0	2	0.291
7	3	C5	0	2	0.286
8	3	C5	0	2	0.282
1	4	C5	0	1	1.012
3	4	C5	0	1	0.306
5	4	C5	0	1	0.336
7	4	C5	0	1	0.335
8	4	C5	0	1	0.331
1	4	C5	0	2	0.911
3	4	C5	0	2	0.321
5	4	C5	0	2	0.331
7	4	C5	0	2	0.345
8	4	C5	0	2	0.321
1	3	C5	16	1	0.624
3	3	C5	16	1	0.260
5	3	C5	16	1	0.282
7	3	C5	16	1	0.305
8	3	C5	16	1	0.266
1	3	C5	16	2	0.769
3	3	C5	16	2	0.279
5	3	C5	16	2	0.282
7	3	C5	16	2	0.286
8	3	C5	16	2	0.266
1	4	C5	16	1	0.896
3	4	C5	16	1	0.307
5	4	C5	16	1	0.3
7	4	C5	16	1	0.315
8	4	C5	16	1	0.301
1	4	C5	16	2	0.917
3	4	C5	16	2	0.293
5	4	C5	16	2	0.293
7	4	C5	16	2	0.286
8	4	C5	16	2	0.307
1	3	C5	64	1	0.720
3	3	C5	64	1	0.246
5	3	C5	64	1	0.24
7	3	C5	64	1	0.238
8	3	C5	64	1	0.22
1	3	C5	64	2	0.642
3	3	C5	64	2	0.301
5	3	C5	64	2	0.297
7	3	C5	64	2	0.291
8	3	C5	64	2	0.273
1	4	C5	64	1	0.983
3	4	C5	64	1	0.304
5	4	C5	64	1	0.294
7	4	C5	64	1	0.3
8	4	C5	64	1	0.279
1	4	C5	64	2	0.857
3	4	C5	64	2	0.292
5	4	C5	64	2	0.302
7	4	C5	64	2	0.302
8	4	C5	64	2	0.278
1	3	C5	256	1	0.790
3	3	C5	256	1	0.242
5	3	C5	256	1	0.245
7	3	C5	256	1	0.235
8	3	C5	256	1	0.223
1	3	C5	256	2	0.811
3	3	C5	256	2	0.231
5	3	C5	256	2	0.24
7	3	C5	256	2	0.243
8	3	C5	256	2	0.22
1	4	C5	256	1	0.654
3	4	C5	256	1	0.265
5	4	C5	256	1	0.244
7	4	C5	256	1	0.281
8	4	C5	256	1	0.259
1	4	C5	256	2	0.937
3	4	C5	256	2	0.265
5	4	C5	256	2	0.245
7	4	C5	256	2	0.286
8	4	C5	256	2	0.273
1	3	C6	0	1	0.609
3	3	C6	0	1	0.333
5	3	C6	0	1	0.343
7	3	C6	0	1	0.36
8	3	C6	0	1	0.312
1	3	C6	0	2	0.635
3	3	C6	0	2	0.337
5	3	C6	0	2	0.337
7	3	C6	0	2	0.343
8	3	C6	0	2	0.323
1	4	C6	0	1	0.924
3	4	C6	0	1	0.287
5	4	C6	0	1	0.302
7	4	C6	0	1	0.292
8	4	C6	0	1	0.286
1	4	C6	0	2	0.967
3	4	C6	0	2	0.298
5	4	C6	0	2	0.297
7	4	C6	0	2	0.284
8	4	C6	0	2	0.269
1	3	C6	16	1	0.743
3	3	C6	16	1	0.233
5	3	C6	16	1	0.235
7	3	C6	16	1	0.239
8	3	C6	16	1	0.216
1	3	C6	16	2	0.797
3	3	C6	16	2	0.237
5	3	C6	16	2	0.233
7	3	C6	16	2	0.232
8	3	C6	16	2	0.209
1	4	C6	16	1	0.919
3	4	C6	16	1	0.297
5	4	C6	16	1	0.291
7	4	C6	16	1	0.33
8	4	C6	16	1	0.301
1	4	C6	16	2	0.857
3	4	C6	16	2	0.289
5	4	C6	16	2	0.289
7	4	C6	16	2	0.272
8	4	C6	16	2	0.301
1	3	C6	64	1	0.551
3	3	C6	64	1	0.235
5	3	C6	64	1	0.23
7	3	C6	64	1	0.241
8	3	C6	64	1	0.22
1	3	C6	64	2	0.690
3	3	C6	64	2	0.227
5	3	C6	64	2	0.235
7	3	C6	64	2	0.231
8	3	C6	64	2	0.213
1	4	C6	64	1	0.990
3	4	C6	64	1	0.298
5	4	C6	64	1	0.285
7	4	C6	64	1	0.296
8	4	C6	64	1	0.271
1	4	C6	64	2	0.959
3	4	C6	64	2	0.287
5	4	C6	64	2	0.294
7	4	C6	64	2	0.297
8	4	C6	64	2	0.269
1	3	C6	256	1	0.699
3	3	C6	256	1	0.227
5	3	C6	256	1	0.186
7	3	C6	256	1	0.19
8	3	C6	256	1	0.21
1	3	C6	256	2	0.685
3	3	C6	256	2	0.229
5	3	C6	256	2	0.232
7	3	C6	256	2	0.24
8	3	C6	256	2	0.218
1	4	C6	256	1	0.829
3	4	C6	256	1	0.286
5	4	C6	256	1	0.278
7	4	C6	256	1	0.302
8	4	C6	256	1	0.266
1	4	C6	256	2	0.881
3	4	C6	256	2	0.267
5	4	C6	256	2	0.267
7	4	C6	256	2	0.307
8	4	C6	256	2	0.282
1	3	C7	0	1	0.586
3	3	C7	0	1	0.293
5	3	C7	0	1	0.296
7	3	C7	0	1	0.292
8	3	C7	0	1	0.277
1	3	C7	0	2	0.664
3	3	C7	0	2	0.296
5	3	C7	0	2	0.288
7	3	C7	0	2	0.281
8	3	C7	0	2	0.285
1	4	C7	0	1	0.953
3	4	C7	0	1	0.299
5	4	C7	0	1	0.315
7	4	C7	0	1	0.306
8	4	C7	0	1	0.299
1	4	C7	0	2	0.944
3	4	C7	0	2	0.310
5	4	C7	0	2	0.302
7	4	C7	0	2	0.295
8	4	C7	0	2	0.285
1	3	C7	16	1	0.784
3	3	C7	16	1	0.276
5	3	C7	16	1	0.286
7	3	C7	16	1	0.304
8	3	C7	16	1	0.285
1	3	C7	16	2	0.709
3	3	C7	16	2	0.300
5	3	C7	16	2	0.286
7	3	C7	16	2	0.292
8	3	C7	16	2	0.268
1	4	C7	16	1	0.891
3	4	C7	16	1	0.305
5	4	C7	16	1	0.295
7	4	C7	16	1	0.322
8	4	C7	16	1	0.318
1	4	C7	16	2	1.020
3	4	C7	16	2	0.302
5	4	C7	16	2	0.3
7	4	C7	16	2	0.294
8	4	C7	16	2	0.311
1	3	C7	64	1	0.693
3	3	C7	64	1	0.282
5	3	C7	64	1	0.277
7	3	C7	64	1	0.28
8	3	C7	64	1	0.276
1	3	C7	64	2	0.742
3	3	C7	64	2	0.289
5	3	C7	64	2	0.274
7	3	C7	64	2	0.27
8	3	C7	64	2	0.257
1	4	C7	64	1	0.963
3	4	C7	64	1	0.308
5	4	C7	64	1	0.299
7	4	C7	64	1	0.312
8	4	C7	64	1	0.283
1	4	C7	64	2	0.958
3	4	C7	64	2	0.310
5	4	C7	64	2	0.309
7	4	C7	64	2	0.299
8	4	C7	64	2	0.275
1	3	C7	256	1	0.781
3	3	C7	256	1	0.283
5	3	C7	256	1	0.283
7	3	C7	256	1	0.286
8	3	C7	256	1	0.266
1	3	C7	256	2	0.782
3	3	C7	256	2	0.279
5	3	C7	256	2	0.287
7	3	C7	256	2	0.291
8	3	C7	256	2	0.271
1	4	C7	256	1	0.877
3	4	C7	256	1	0.313
5	4	C7	256	1	0.282
7	4	C7	256	1	0.326
8	4	C7	256	1	0.298
1	4	C7	256	2	0.826
3	4	C7	256	2	0.297
5	4	C7	256	2	0.281
7	4	C7	256	2	0.332
8	4	C7	256	2	0.304
1	3	C8	0	1	0.626
3	3	C8	0	1	0.247
5	3	C8	0	1	0.245
7	3	C8	0	1	0.239
8	3	C8	0	1	0.222
1	3	C8	0	2	0.632
3	3	C8	0	2	0.317
5	3	C8	0	2	0.318
7	3	C8	0	2	0.318
8	3	C8	0	2	0.309
1	4	C8	0	1	0.881
3	4	C8	0	1	0.298
5	4	C8	0	1	0.305
7	4	C8	0	1	0.296
8	4	C8	0	1	0.287
1	4	C8	0	2	0.858
3	4	C8	0	2	0.307
5	4	C8	0	2	0.299
7	4	C8	0	2	0.286
8	4	C8	0	2	0.275
1	3	C8	16	1	0.694
3	3	C8	16	1	0.306
5	3	C8	16	1	0.396
7	3	C8	16	1	0.345
8	3	C8	16	1	0.344
1	3	C8	16	2	0.774
3	3	C8	16	2	0.309
5	3	C8	16	2	0.304
7	3	C8	16	2	0.344
8	3	C8	16	2	0.289
1	4	C8	16	1	0.958
3	4	C8	16	1	0.300
5	4	C8	16	1	0.301
7	4	C8	16	1	0.328
8	4	C8	16	1	0.319
1	4	C8	16	2	0.942
3	4	C8	16	2	0.284
5	4	C8	16	2	0.29
7	4	C8	16	2	0.28
8	4	C8	16	2	0.309
1	3	C8	64	1	0.739
3	3	C8	64	1	0.308
5	3	C8	64	1	0.317
7	3	C8	64	1	0.313
8	3	C8	64	1	0.301
1	3	C8	64	2	0.972
3	3	C8	64	2	0.291
5	3	C8	64	2	0.326
7	3	C8	64	2	0.319
8	3	C8	64	2	0.28
1	4	C8	64	1	0.951
3	4	C8	64	1	0.305
5	4	C8	64	1	0.284
7	4	C8	64	1	0.31
8	4	C8	64	1	0.271
1	4	C8	64	2	1.031
3	4	C8	64	2	0.285
5	4	C8	64	2	0.299
7	4	C8	64	2	0.301
8	4	C8	64	2	0.268
1	3	C8	256	1	0.782
3	3	C8	256	1	0.312
5	3	C8	256	1	0.324
7	3	C8	256	1	0.35
8	3	C8	256	1	0.276
1	3	C8	256	2	0.726
3	3	C8	256	2	0.303
5	3	C8	256	2	0.328
7	3	C8	256	2	0.341
8	3	C8	256	2	0.318
