sample	microcosm_id	n_species	community_type	transfers	strep_conc	replicate	plate_well	plate_no	notes
3_p03_A01	1	3	experiment	8	16	1	A01	p03	
3_p03_A02	2	3	experiment	8	16	1	A02	p03	
3_p03_A03	3	3	experiment	8	16	1	A03	p03	
3_p03_A04	4	3	experiment	8	16	1	A04	p03	
3_p03_A05	5	3	experiment	8	16	1	A05	p03	
3_p03_A06	6	3	experiment	8	16	1	A06	p03	
3_p03_A07	7	3	experiment	8	16	1	A07	p03	
3_p03_A08	8	3	experiment	8	16	1	A08	p03	
3_p03_A09	9	3	experiment	8	16	1	A09	p03	
3_p03_A10	10	3	experiment	8	16	1	A10	p03	
3_p03_A11	11	3	experiment	8	16	1	A11	p03	
3_p03_A12	12	3	experiment	8	16	1	A12	p03	
3_p03_B01	49	3	experiment	8	16	1	B01	p03	
3_p03_B02	50	3	experiment	8	16	1	B02	p03	
3_p03_B03	51	3	experiment	8	16	1	B03	p03	
3_p03_B04	52	3	experiment	8	16	1	B04	p03	
3_p03_B05	53	3	experiment	8	16	1	B05	p03	
3_p03_B06	54	3	experiment	8	16	1	B06	p03	
3_p03_B07	55	3	experiment	8	16	1	B07	p03	
3_p03_B08	56	3	experiment	8	16	1	B08	p03	
3_p03_B09	57	3	experiment	8	16	1	B09	p03	
3_p03_B10	58	3	experiment	8	16	1	B10	p03	
3_p03_B11	59	3	experiment	8	16	1	B11	p03	
3_p03_B12	60	3	experiment	8	16	1	B12	p03	
3_p03_C01	13	3	experiment	8	16	1	C01	p03	
3_p03_C02	14	3	experiment	8	16	1	C02	p03	
3_p03_C03	15	3	experiment	8	16	1	C03	p03	
3_p03_C04	16	3	experiment	8	16	1	C04	p03	
3_p03_C05	17	3	experiment	8	16	1	C05	p03	
3_p03_C06	18	3	experiment	8	16	1	C06	p03	
3_p03_C07	19	3	experiment	8	16	1	C07	p03	
3_p03_C08	20	3	experiment	8	16	1	C08	p03	
3_p03_C09	21	3	experiment	8	16	1	C09	p03	
3_p03_C10	22	3	experiment	8	16	1	C10	p03	
3_p03_C11	23	3	experiment	8	16	1	C11	p03	
3_p03_C12	24	3	experiment	8	16	1	C12	p03	
3_p03_D01	61	3	experiment	8	16	1	D01	p03	
3_p03_D02	62	3	experiment	8	16	1	D02	p03	
3_p03_D03	63	3	experiment	8	16	1	D03	p03	
3_p03_D04	64	3	experiment	8	16	1	D04	p03	
3_p03_D05	65	3	experiment	8	16	1	D05	p03	
3_p03_D06	66	3	experiment	8	16	1	D06	p03	
3_p03_D07	67	3	experiment	8	16	1	D07	p03	
3_p03_D08	68	3	experiment	8	16	1	D08	p03	
3_p03_D09	69	3	experiment	8	16	1	D09	p03	
3_p03_D10	70	3	experiment	8	16	1	D10	p03	
3_p03_D11	71	3	experiment	8	16	1	D11	p03	
3_p03_D12	72	3	experiment	8	16	1	D12	p03	
3_p03_E01	25	3	experiment	8	16	1	E01	p03	
3_p03_E02	26	3	experiment	8	16	1	E02	p03	
3_p03_E03	27	3	experiment	8	16	1	E03	p03	
3_p03_E04	28	3	experiment	8	16	1	E04	p03	
3_p03_E05	29	3	experiment	8	16	1	E05	p03	
3_p03_E06	30	3	experiment	8	16	1	E06	p03	
3_p03_E07	31	3	experiment	8	16	1	E07	p03	
3_p03_E08	32	3	experiment	8	16	1	E08	p03	
3_p03_E09	33	3	experiment	8	16	1	E09	p03	
3_p03_E10	34	3	experiment	8	16	1	E10	p03	
3_p03_E11	35	3	experiment	8	16	1	E11	p03	
3_p03_E12	36	3	experiment	8	16	1	E12	p03	
3_p03_F01	73	3	experiment	8	16	1	F01	p03	
3_p03_F02	74	3	experiment	8	16	1	F02	p03	
3_p03_F03	75	3	experiment	8	16	1	F03	p03	
3_p03_F04	76	3	experiment	8	16	1	F04	p03	
3_p03_F05	77	3	experiment	8	16	1	F05	p03	
3_p03_F06	78	3	experiment	8	16	1	F06	p03	
3_p03_F07	79	3	experiment	8	16	1	F07	p03	
3_p03_F08	80	3	experiment	8	16	1	F08	p03	
3_p03_F09	81	3	experiment	8	16	1	F09	p03	
3_p03_F10	82	3	experiment	8	16	1	F10	p03	
3_p03_F11	83	3	experiment	8	16	1	F11	p03	
3_p03_F12	84	3	experiment	8	16	1	F12	p03	
3_p03_G01	37	3	experiment	8	16	1	G01	p03	
3_p03_G02	38	3	experiment	8	16	1	G02	p03	
3_p03_G03	39	3	experiment	8	16	1	G03	p03	
3_p03_G04	40	3	experiment	8	16	1	G04	p03	
3_p03_G05	41	3	experiment	8	16	1	G05	p03	
3_p03_G06	42	3	experiment	8	16	1	G06	p03	
3_p03_G07	43	3	experiment	8	16	1	G07	p03	
3_p03_G08	44	3	experiment	8	16	1	G08	p03	
3_p03_G09	45	3	experiment	8	16	1	G09	p03	
3_p03_G10	46	3	experiment	8	16	1	G10	p03	
3_p03_G11	47	3	experiment	8	16	1	G11	p03	
3_p03_G12	48	3	experiment	8	16	1	G12	p03	
3_p03_H01	85	3	experiment	8	16	1	H01	p03	
3_p03_H02	86	3	experiment	8	16	1	H02	p03	
3_p03_H03	87	3	experiment	8	16	1	H03	p03	
3_p03_H04	88	3	experiment	8	16	1	H04	p03	
3_p03_H05	89	3	experiment	8	16	1	H05	p03	
3_p03_H06	90	3	experiment	8	16	1	H06	p03	
3_p03_H07	91	3	experiment	8	16	1	H07	p03	
3_p03_H08	92	3	experiment	8	16	1	H08	p03	
3_p03_H09	93	3	experiment	8	16	1	H09	p03	
3_p03_H10	94	3	experiment	8	16	1	H10	p03	
3_p03_H11	95	3	experiment	8	16	1	H11	p03	
3_p03_H12	96	3	experiment	8	16	1	H12	p03	
3_p04_A01	1	3	experiment	8	16	2	A01	p04	
3_p04_A02	2	3	experiment	8	16	2	A02	p04	
3_p04_A03	3	3	experiment	8	16	2	A03	p04	
3_p04_A04	4	3	experiment	8	16	2	A04	p04	
3_p04_A05	5	3	experiment	8	16	2	A05	p04	
3_p04_A06	6	3	experiment	8	16	2	A06	p04	
3_p04_A07	7	3	experiment	8	16	2	A07	p04	
3_p04_A08	8	3	experiment	8	16	2	A08	p04	
3_p04_A09	9	3	experiment	8	16	2	A09	p04	
3_p04_A10	10	3	experiment	8	16	2	A10	p04	
3_p04_A11	11	3	experiment	8	16	2	A11	p04	
3_p04_A12	12	3	experiment	8	16	2	A12	p04	
3_p04_B01	49	3	experiment	8	16	2	B01	p04	
3_p04_B02	50	3	experiment	8	16	2	B02	p04	
3_p04_B03	51	3	experiment	8	16	2	B03	p04	
3_p04_B04	52	3	experiment	8	16	2	B04	p04	
3_p04_B05	53	3	experiment	8	16	2	B05	p04	
3_p04_B06	54	3	experiment	8	16	2	B06	p04	
3_p04_B07	55	3	experiment	8	16	2	B07	p04	
3_p04_B08	56	3	experiment	8	16	2	B08	p04	
3_p04_B09	57	3	experiment	8	16	2	B09	p04	
3_p04_B10	58	3	experiment	8	16	2	B10	p04	
3_p04_B11	59	3	experiment	8	16	2	B11	p04	
3_p04_B12	60	3	experiment	8	16	2	B12	p04	
3_p04_C01	13	3	experiment	8	16	2	C01	p04	
3_p04_C02	14	3	experiment	8	16	2	C02	p04	
3_p04_C03	15	3	experiment	8	16	2	C03	p04	
3_p04_C04	16	3	experiment	8	16	2	C04	p04	
3_p04_C05	17	3	experiment	8	16	2	C05	p04	
3_p04_C06	18	3	experiment	8	16	2	C06	p04	
3_p04_C07	19	3	experiment	8	16	2	C07	p04	
3_p04_C08	20	3	experiment	8	16	2	C08	p04	
3_p04_C09	21	3	experiment	8	16	2	C09	p04	
3_p04_C10	22	3	experiment	8	16	2	C10	p04	
3_p04_C11	23	3	experiment	8	16	2	C11	p04	
3_p04_C12	24	3	experiment	8	16	2	C12	p04	
3_p04_D01	61	3	experiment	8	16	2	D01	p04	
3_p04_D02	62	3	experiment	8	16	2	D02	p04	
3_p04_D03	63	3	experiment	8	16	2	D03	p04	
3_p04_D04	64	3	experiment	8	16	2	D04	p04	
3_p04_D05	65	3	experiment	8	16	2	D05	p04	
3_p04_D06	66	3	experiment	8	16	2	D06	p04	
3_p04_D07	67	3	experiment	8	16	2	D07	p04	
3_p04_D08	68	3	experiment	8	16	2	D08	p04	
3_p04_D09	69	3	experiment	8	16	2	D09	p04	
3_p04_D10	70	3	experiment	8	16	2	D10	p04	
3_p04_D11	71	3	experiment	8	16	2	D11	p04	
3_p04_D12	72	3	experiment	8	16	2	D12	p04	
3_p04_E01	25	3	experiment	8	16	2	E01	p04	
3_p04_E02	26	3	experiment	8	16	2	E02	p04	
3_p04_E03	27	3	experiment	8	16	2	E03	p04	
3_p04_E04	28	3	experiment	8	16	2	E04	p04	
3_p04_E05	29	3	experiment	8	16	2	E05	p04	
3_p04_E06	30	3	experiment	8	16	2	E06	p04	
3_p04_E07	31	3	experiment	8	16	2	E07	p04	
3_p04_E08	32	3	experiment	8	16	2	E08	p04	
3_p04_E09	33	3	experiment	8	16	2	E09	p04	
3_p04_E10	34	3	experiment	8	16	2	E10	p04	
3_p04_E11	35	3	experiment	8	16	2	E11	p04	
3_p04_E12	36	3	experiment	8	16	2	E12	p04	
3_p04_F01	73	3	experiment	8	16	2	F01	p04	
3_p04_F02	74	3	experiment	8	16	2	F02	p04	
3_p04_F03	75	3	experiment	8	16	2	F03	p04	
3_p04_F04	76	3	experiment	8	16	2	F04	p04	
3_p04_F05	77	3	experiment	8	16	2	F05	p04	
3_p04_F06	78	3	experiment	8	16	2	F06	p04	
3_p04_F07	79	3	experiment	8	16	2	F07	p04	
3_p04_F08	80	3	experiment	8	16	2	F08	p04	
3_p04_F09	81	3	experiment	8	16	2	F09	p04	
3_p04_F10	82	3	experiment	8	16	2	F10	p04	
3_p04_F11	83	3	experiment	8	16	2	F11	p04	
3_p04_F12	84	3	experiment	8	16	2	F12	p04	
3_p04_G01	37	3	experiment	8	16	2	G01	p04	
3_p04_G02	38	3	experiment	8	16	2	G02	p04	
3_p04_G03	39	3	experiment	8	16	2	G03	p04	
3_p04_G04	40	3	experiment	8	16	2	G04	p04	
3_p04_G05	41	3	experiment	8	16	2	G05	p04	
3_p04_G06	42	3	experiment	8	16	2	G06	p04	
3_p04_G07	43	3	experiment	8	16	2	G07	p04	
3_p04_G08	44	3	experiment	8	16	2	G08	p04	
3_p04_G09	45	3	experiment	8	16	2	G09	p04	
3_p04_G10	46	3	experiment	8	16	2	G10	p04	
3_p04_G11	47	3	experiment	8	16	2	G11	p04	
3_p04_G12	48	3	experiment	8	16	2	G12	p04	
3_p04_H01	85	3	experiment	8	16	2	H01	p04	
3_p04_H02	86	3	experiment	8	16	2	H02	p04	
3_p04_H03	87	3	experiment	8	16	2	H03	p04	
3_p04_H04	88	3	experiment	8	16	2	H04	p04	
3_p04_H05	89	3	experiment	8	16	2	H05	p04	
3_p04_H06	90	3	experiment	8	16	2	H06	p04	
3_p04_H07	91	3	experiment	8	16	2	H07	p04	
3_p04_H08	92	3	experiment	8	16	2	H08	p04	
3_p04_H09	93	3	experiment	8	16	2	H09	p04	
3_p04_H10	94	3	experiment	8	16	2	H10	p04	
3_p04_H11	95	3	experiment	8	16	2	H11	p04	
3_p04_H12	96	3	experiment	8	16	2	H12	p04	
3_p05_A01	1	3	experiment	8	64	1	A01	p05	
3_p05_A02	2	3	experiment	8	64	1	A02	p05	
3_p05_A03	3	3	experiment	8	64	1	A03	p05	
3_p05_A04	4	3	experiment	8	64	1	A04	p05	
3_p05_A05	5	3	experiment	8	64	1	A05	p05	
3_p05_A06	6	3	experiment	8	64	1	A06	p05	
3_p05_A07	7	3	experiment	8	64	1	A07	p05	
3_p05_A08	8	3	experiment	8	64	1	A08	p05	
3_p05_A09	9	3	experiment	8	64	1	A09	p05	
3_p05_A10	10	3	experiment	8	64	1	A10	p05	
3_p05_A11	11	3	experiment	8	64	1	A11	p05	
3_p05_A12	12	3	experiment	8	64	1	A12	p05	
3_p05_B01	49	3	experiment	8	64	1	B01	p05	
3_p05_B02	50	3	experiment	8	64	1	B02	p05	
3_p05_B03	51	3	experiment	8	64	1	B03	p05	
3_p05_B04	52	3	experiment	8	64	1	B04	p05	
3_p05_B05	53	3	experiment	8	64	1	B05	p05	
3_p05_B06	54	3	experiment	8	64	1	B06	p05	
3_p05_B07	55	3	experiment	8	64	1	B07	p05	
3_p05_B08	56	3	experiment	8	64	1	B08	p05	
3_p05_B09	57	3	experiment	8	64	1	B09	p05	
3_p05_B10	58	3	experiment	8	64	1	B10	p05	
3_p05_B11	59	3	experiment	8	64	1	B11	p05	
3_p05_B12	60	3	experiment	8	64	1	B12	p05	
3_p05_C01	13	3	experiment	8	64	1	C01	p05	
3_p05_C02	14	3	experiment	8	64	1	C02	p05	
3_p05_C03	15	3	experiment	8	64	1	C03	p05	
3_p05_C04	16	3	experiment	8	64	1	C04	p05	
3_p05_C05	17	3	experiment	8	64	1	C05	p05	
3_p05_C06	18	3	experiment	8	64	1	C06	p05	
3_p05_C07	19	3	experiment	8	64	1	C07	p05	
3_p05_C08	20	3	experiment	8	64	1	C08	p05	
3_p05_C09	21	3	experiment	8	64	1	C09	p05	
3_p05_C10	22	3	experiment	8	64	1	C10	p05	
3_p05_C11	23	3	experiment	8	64	1	C11	p05	
3_p05_C12	24	3	experiment	8	64	1	C12	p05	
3_p05_D01	61	3	experiment	8	64	1	D01	p05	
3_p05_D02	62	3	experiment	8	64	1	D02	p05	
3_p05_D03	63	3	experiment	8	64	1	D03	p05	
3_p05_D04	64	3	experiment	8	64	1	D04	p05	
3_p05_D05	65	3	experiment	8	64	1	D05	p05	
3_p05_D06	66	3	experiment	8	64	1	D06	p05	
3_p05_D07	67	3	experiment	8	64	1	D07	p05	
3_p05_D08	68	3	experiment	8	64	1	D08	p05	
3_p05_D09	69	3	experiment	8	64	1	D09	p05	
3_p05_D10	70	3	experiment	8	64	1	D10	p05	
3_p05_D11	71	3	experiment	8	64	1	D11	p05	
3_p05_D12	72	3	experiment	8	64	1	D12	p05	
3_p05_E01	25	3	experiment	8	64	1	E01	p05	
3_p05_E02	26	3	experiment	8	64	1	E02	p05	
3_p05_E03	27	3	experiment	8	64	1	E03	p05	
3_p05_E04	28	3	experiment	8	64	1	E04	p05	
3_p05_E05	29	3	experiment	8	64	1	E05	p05	
3_p05_E06	30	3	experiment	8	64	1	E06	p05	
3_p05_E07	31	3	experiment	8	64	1	E07	p05	
3_p05_E08	32	3	experiment	8	64	1	E08	p05	
3_p05_E09	33	3	experiment	8	64	1	E09	p05	
3_p05_E10	34	3	experiment	8	64	1	E10	p05	
3_p05_E11	35	3	experiment	8	64	1	E11	p05	
3_p05_E12	36	3	experiment	8	64	1	E12	p05	
3_p05_F01	73	3	experiment	8	64	1	F01	p05	
3_p05_F02	74	3	experiment	8	64	1	F02	p05	
3_p05_F03	75	3	experiment	8	64	1	F03	p05	
3_p05_F04	76	3	experiment	8	64	1	F04	p05	
3_p05_F05	77	3	experiment	8	64	1	F05	p05	
3_p05_F06	78	3	experiment	8	64	1	F06	p05	
3_p05_F07	79	3	experiment	8	64	1	F07	p05	
3_p05_F08	80	3	experiment	8	64	1	F08	p05	
3_p05_F09	81	3	experiment	8	64	1	F09	p05	
3_p05_F10	82	3	experiment	8	64	1	F10	p05	
3_p05_F11	83	3	experiment	8	64	1	F11	p05	
3_p05_F12	84	3	experiment	8	64	1	F12	p05	
3_p05_G01	37	3	experiment	8	64	1	G01	p05	
3_p05_G02	38	3	experiment	8	64	1	G02	p05	
3_p05_G03	39	3	experiment	8	64	1	G03	p05	
3_p05_G04	40	3	experiment	8	64	1	G04	p05	
3_p05_G05	41	3	experiment	8	64	1	G05	p05	
3_p05_G06	42	3	experiment	8	64	1	G06	p05	
3_p05_G07	43	3	experiment	8	64	1	G07	p05	
3_p05_G08	44	3	experiment	8	64	1	G08	p05	
3_p05_G09	45	3	experiment	8	64	1	G09	p05	
3_p05_G10	46	3	experiment	8	64	1	G10	p05	
3_p05_G11	47	3	experiment	8	64	1	G11	p05	
3_p05_G12	48	3	experiment	8	64	1	G12	p05	
3_p05_H01	85	3	experiment	8	64	1	H01	p05	
3_p05_H02	86	3	experiment	8	64	1	H02	p05	
3_p05_H03	87	3	experiment	8	64	1	H03	p05	
3_p05_H04	88	3	experiment	8	64	1	H04	p05	
3_p05_H05	89	3	experiment	8	64	1	H05	p05	
3_p05_H06	90	3	experiment	8	64	1	H06	p05	
3_p05_H07	91	3	experiment	8	64	1	H07	p05	
3_p05_H08	92	3	experiment	8	64	1	H08	p05	
3_p05_H09	93	3	experiment	8	64	1	H09	p05	
3_p05_H10	94	3	experiment	8	64	1	H10	p05	
3_p05_H11	95	3	experiment	8	64	1	H11	p05	
3_p05_H12	96	3	experiment	8	64	1	H12	p05	
3_p06_A01	1	3	experiment	8	64	2	A01	p06	
3_p06_A02	2	3	experiment	8	64	2	A02	p06	
3_p06_A03	3	3	experiment	8	64	2	A03	p06	
3_p06_A04	4	3	experiment	8	64	2	A04	p06	
3_p06_A05	5	3	experiment	8	64	2	A05	p06	
3_p06_A06	6	3	experiment	8	64	2	A06	p06	
3_p06_A07	7	3	experiment	8	64	2	A07	p06	
3_p06_A08	8	3	experiment	8	64	2	A08	p06	
3_p06_A09	9	3	experiment	8	64	2	A09	p06	
3_p06_A10	10	3	experiment	8	64	2	A10	p06	
3_p06_A11	11	3	experiment	8	64	2	A11	p06	
3_p06_A12	12	3	experiment	8	64	2	A12	p06	
3_p06_B01	49	3	experiment	8	64	2	B01	p06	
3_p06_B02	50	3	experiment	8	64	2	B02	p06	
3_p06_B03	51	3	experiment	8	64	2	B03	p06	
3_p06_B04	52	3	experiment	8	64	2	B04	p06	
3_p06_B05	53	3	experiment	8	64	2	B05	p06	
3_p06_B06	54	3	experiment	8	64	2	B06	p06	
3_p06_B07	55	3	experiment	8	64	2	B07	p06	
3_p06_B08	56	3	experiment	8	64	2	B08	p06	
3_p06_B09	57	3	experiment	8	64	2	B09	p06	
3_p06_B10	58	3	experiment	8	64	2	B10	p06	
3_p06_B11	59	3	experiment	8	64	2	B11	p06	
3_p06_B12	60	3	experiment	8	64	2	B12	p06	
3_p06_C01	13	3	experiment	8	64	2	C01	p06	
3_p06_C02	14	3	experiment	8	64	2	C02	p06	
3_p06_C03	15	3	experiment	8	64	2	C03	p06	
3_p06_C04	16	3	experiment	8	64	2	C04	p06	
3_p06_C05	17	3	experiment	8	64	2	C05	p06	
3_p06_C06	18	3	experiment	8	64	2	C06	p06	
3_p06_C07	19	3	experiment	8	64	2	C07	p06	
3_p06_C08	20	3	experiment	8	64	2	C08	p06	
3_p06_C09	21	3	experiment	8	64	2	C09	p06	
3_p06_C10	22	3	experiment	8	64	2	C10	p06	
3_p06_C11	23	3	experiment	8	64	2	C11	p06	
3_p06_C12	24	3	experiment	8	64	2	C12	p06	
3_p06_D01	61	3	experiment	8	64	2	D01	p06	
3_p06_D02	62	3	experiment	8	64	2	D02	p06	
3_p06_D03	63	3	experiment	8	64	2	D03	p06	
3_p06_D04	64	3	experiment	8	64	2	D04	p06	
3_p06_D05	65	3	experiment	8	64	2	D05	p06	
3_p06_D06	66	3	experiment	8	64	2	D06	p06	
3_p06_D07	67	3	experiment	8	64	2	D07	p06	
3_p06_D08	68	3	experiment	8	64	2	D08	p06	
3_p06_D09	69	3	experiment	8	64	2	D09	p06	
3_p06_D10	70	3	experiment	8	64	2	D10	p06	
3_p06_D11	71	3	experiment	8	64	2	D11	p06	
3_p06_D12	72	3	experiment	8	64	2	D12	p06	
3_p06_E01	25	3	experiment	8	64	2	E01	p06	
3_p06_E02	26	3	experiment	8	64	2	E02	p06	
3_p06_E03	27	3	experiment	8	64	2	E03	p06	
3_p06_E04	28	3	experiment	8	64	2	E04	p06	
3_p06_E05	29	3	experiment	8	64	2	E05	p06	
3_p06_E06	30	3	experiment	8	64	2	E06	p06	
3_p06_E07	31	3	experiment	8	64	2	E07	p06	
3_p06_E08	32	3	experiment	8	64	2	E08	p06	
3_p06_E09	33	3	experiment	8	64	2	E09	p06	
3_p06_E10	34	3	experiment	8	64	2	E10	p06	
3_p06_E11	35	3	experiment	8	64	2	E11	p06	
3_p06_E12	36	3	experiment	8	64	2	E12	p06	
3_p06_F01	73	3	experiment	8	64	2	F01	p06	
3_p06_F02	74	3	experiment	8	64	2	F02	p06	
3_p06_F03	75	3	experiment	8	64	2	F03	p06	
3_p06_F04	76	3	experiment	8	64	2	F04	p06	
3_p06_F05	77	3	experiment	8	64	2	F05	p06	
3_p06_F06	78	3	experiment	8	64	2	F06	p06	
3_p06_F07	79	3	experiment	8	64	2	F07	p06	
3_p06_F08	80	3	experiment	8	64	2	F08	p06	
3_p06_F09	81	3	experiment	8	64	2	F09	p06	
3_p06_F10	82	3	experiment	8	64	2	F10	p06	
3_p06_F11	83	3	experiment	8	64	2	F11	p06	
3_p06_F12	84	3	experiment	8	64	2	F12	p06	
3_p06_G01	37	3	experiment	8	64	2	G01	p06	
3_p06_G02	38	3	experiment	8	64	2	G02	p06	
3_p06_G03	39	3	experiment	8	64	2	G03	p06	
3_p06_G04	40	3	experiment	8	64	2	G04	p06	
3_p06_G05	41	3	experiment	8	64	2	G05	p06	
3_p06_G06	42	3	experiment	8	64	2	G06	p06	
3_p06_G07	43	3	experiment	8	64	2	G07	p06	
3_p06_G08	44	3	experiment	8	64	2	G08	p06	
3_p06_G09	45	3	experiment	8	64	2	G09	p06	
3_p06_G10	46	3	experiment	8	64	2	G10	p06	
3_p06_G11	47	3	experiment	8	64	2	G11	p06	
3_p06_G12	48	3	experiment	8	64	2	G12	p06	
3_p06_H01	85	3	experiment	8	64	2	H01	p06	
3_p06_H02	86	3	experiment	8	64	2	H02	p06	
3_p06_H03	87	3	experiment	8	64	2	H03	p06	
3_p06_H04	88	3	experiment	8	64	2	H04	p06	
3_p06_H05	89	3	experiment	8	64	2	H05	p06	
3_p06_H06	90	3	experiment	8	64	2	H06	p06	
3_p06_H07	91	3	experiment	8	64	2	H07	p06	
3_p06_H08	92	3	experiment	8	64	2	H08	p06	
3_p06_H09	93	3	experiment	8	64	2	H09	p06	
3_p06_H10	94	3	experiment	8	64	2	H10	p06	
3_p06_H11	95	3	experiment	8	64	2	H11	p06	
3_p06_H12	96	3	experiment	8	64	2	H12	p06	
3_p07_A01	1	3	experiment	8	256	1	A01	p07	
3_p07_A02	2	3	experiment	8	256	1	A02	p07	
3_p07_A03	3	3	experiment	8	256	1	A03	p07	
3_p07_A04	4	3	experiment	8	256	1	A04	p07	
3_p07_A05	5	3	experiment	8	256	1	A05	p07	
3_p07_A06	6	3	experiment	8	256	1	A06	p07	
3_p07_A07	7	3	experiment	8	256	1	A07	p07	
3_p07_A08	8	3	experiment	8	256	1	A08	p07	
3_p07_A09	9	3	experiment	8	256	1	A09	p07	
3_p07_A10	10	3	experiment	8	256	1	A10	p07	
3_p07_A11	11	3	experiment	8	256	1	A11	p07	
3_p07_A12	12	3	experiment	8	256	1	A12	p07	
3_p07_B01	49	3	experiment	8	256	1	B01	p07	
3_p07_B02	50	3	experiment	8	256	1	B02	p07	
3_p07_B03	51	3	experiment	8	256	1	B03	p07	
3_p07_B04	52	3	experiment	8	256	1	B04	p07	
3_p07_B05	53	3	experiment	8	256	1	B05	p07	
3_p07_B06	54	3	experiment	8	256	1	B06	p07	
3_p07_B07	55	3	experiment	8	256	1	B07	p07	
3_p07_B08	56	3	experiment	8	256	1	B08	p07	
3_p07_B09	57	3	experiment	8	256	1	B09	p07	
3_p07_B10	58	3	experiment	8	256	1	B10	p07	
3_p07_B11	59	3	experiment	8	256	1	B11	p07	
3_p07_B12	60	3	experiment	8	256	1	B12	p07	
3_p07_C01	13	3	experiment	8	256	1	C01	p07	
3_p07_C02	14	3	experiment	8	256	1	C02	p07	
3_p07_C03	15	3	experiment	8	256	1	C03	p07	
3_p07_C04	16	3	experiment	8	256	1	C04	p07	
3_p07_C05	17	3	experiment	8	256	1	C05	p07	
3_p07_C06	18	3	experiment	8	256	1	C06	p07	
3_p07_C07	19	3	experiment	8	256	1	C07	p07	
3_p07_C08	20	3	experiment	8	256	1	C08	p07	
3_p07_C09	21	3	experiment	8	256	1	C09	p07	
3_p07_C10	22	3	experiment	8	256	1	C10	p07	
3_p07_C11	23	3	experiment	8	256	1	C11	p07	
3_p07_C12	24	3	experiment	8	256	1	C12	p07	
3_p07_D01	61	3	experiment	8	256	1	D01	p07	
3_p07_D02	62	3	experiment	8	256	1	D02	p07	
3_p07_D03	63	3	experiment	8	256	1	D03	p07	
3_p07_D04	64	3	experiment	8	256	1	D04	p07	
3_p07_D05	65	3	experiment	8	256	1	D05	p07	
3_p07_D06	66	3	experiment	8	256	1	D06	p07	
3_p07_D07	67	3	experiment	8	256	1	D07	p07	
3_p07_D08	68	3	experiment	8	256	1	D08	p07	
3_p07_D09	69	3	experiment	8	256	1	D09	p07	
3_p07_D10	70	3	experiment	8	256	1	D10	p07	
3_p07_D11	71	3	experiment	8	256	1	D11	p07	
3_p07_D12	72	3	experiment	8	256	1	D12	p07	
3_p07_E01	25	3	experiment	8	256	1	E01	p07	
3_p07_E02	26	3	experiment	8	256	1	E02	p07	
3_p07_E03	27	3	experiment	8	256	1	E03	p07	
3_p07_E04	28	3	experiment	8	256	1	E04	p07	
3_p07_E05	29	3	experiment	8	256	1	E05	p07	
3_p07_E06	30	3	experiment	8	256	1	E06	p07	
3_p07_E07	31	3	experiment	8	256	1	E07	p07	
3_p07_E08	32	3	experiment	8	256	1	E08	p07	
3_p07_E09	33	3	experiment	8	256	1	E09	p07	
3_p07_E10	34	3	experiment	8	256	1	E10	p07	
3_p07_E11	35	3	experiment	8	256	1	E11	p07	
3_p07_E12	36	3	experiment	8	256	1	E12	p07	
3_p07_F01	73	3	experiment	8	256	1	F01	p07	
3_p07_F02	74	3	experiment	8	256	1	F02	p07	
3_p07_F03	75	3	experiment	8	256	1	F03	p07	
3_p07_F04	76	3	experiment	8	256	1	F04	p07	
3_p07_F05	77	3	experiment	8	256	1	F05	p07	
3_p07_F06	78	3	experiment	8	256	1	F06	p07	
3_p07_F07	79	3	experiment	8	256	1	F07	p07	
3_p07_F08	80	3	experiment	8	256	1	F08	p07	
3_p07_F09	81	3	experiment	8	256	1	F09	p07	
3_p07_F10	82	3	experiment	8	256	1	F10	p07	
3_p07_F11	83	3	experiment	8	256	1	F11	p07	
3_p07_F12	84	3	experiment	8	256	1	F12	p07	
3_p07_G01	37	3	experiment	8	256	1	G01	p07	
3_p07_G02	38	3	experiment	8	256	1	G02	p07	
3_p07_G03	39	3	experiment	8	256	1	G03	p07	
3_p07_G04	40	3	experiment	8	256	1	G04	p07	
3_p07_G05	41	3	experiment	8	256	1	G05	p07	
3_p07_G06	42	3	experiment	8	256	1	G06	p07	
3_p07_G07	43	3	experiment	8	256	1	G07	p07	
3_p07_G08	44	3	experiment	8	256	1	G08	p07	
3_p07_G09	45	3	experiment	8	256	1	G09	p07	
3_p07_G10	46	3	experiment	8	256	1	G10	p07	
3_p07_G11	47	3	experiment	8	256	1	G11	p07	
3_p07_G12	48	3	experiment	8	256	1	G12	p07	
3_p07_H01	85	3	experiment	8	256	1	H01	p07	
3_p07_H02	86	3	experiment	8	256	1	H02	p07	
3_p07_H03	87	3	experiment	8	256	1	H03	p07	
3_p07_H04	88	3	experiment	8	256	1	H04	p07	
3_p07_H05	89	3	experiment	8	256	1	H05	p07	
3_p07_H06	90	3	experiment	8	256	1	H06	p07	
3_p07_H07	91	3	experiment	8	256	1	H07	p07	
3_p07_H08	92	3	experiment	8	256	1	H08	p07	
3_p07_H09	93	3	experiment	8	256	1	H09	p07	
3_p07_H10	94	3	experiment	8	256	1	H10	p07	
3_p07_H11	95	3	experiment	8	256	1	H11	p07	
3_p07_H12	96	3	experiment	8	256	1	H12	p07	
3_p08_A01	1	3	experiment	8	256	2	A01	p08	
