sample	evo_hist	strainID	target_f
3_p03_G05	evo	HAMBI_1977	0.1
3_p03_G05	anc	HAMBI_1896	0.8
3_p03_G06	anc	HAMBI_1287	0.1
3_p03_G06	evo	HAMBI_1977	0.1
3_p03_G06	evo	HAMBI_1896	0.8
3_p03_G07	anc	HAMBI_1287	0.1
3_p03_G07	evo	HAMBI_1977	0.8
3_p03_G07	anc	HAMBI_1896	0.1
3_p03_G08	anc	HAMBI_1287	0.1
3_p03_G08	evo	HAMBI_1977	0.8
3_p03_G08	evo	HAMBI_1896	0.1
3_p03_G09	anc	HAMBI_1287	0.8
3_p03_G09	anc	HAMBI_1977	0.1
3_p03_G09	anc	HAMBI_1896	0.1
3_p03_G10	anc	HAMBI_1287	0.8
3_p03_G10	anc	HAMBI_1977	0.1
3_p03_G10	evo	HAMBI_1896	0.1
3_p03_G11	anc	HAMBI_1287	0.8
3_p03_G11	evo	HAMBI_1977	0.1
3_p03_G11	anc	HAMBI_1896	0.1
3_p03_G12	anc	HAMBI_1287	0.8
3_p03_G12	evo	HAMBI_1977	0.1
3_p03_G12	evo	HAMBI_1896	0.1
3_p03_B01	evo	HAMBI_0403	0.1
3_p03_B01	anc	HAMBI_1287	0.1
3_p03_B01	anc	HAMBI_1896	0.8
3_p03_B02	evo	HAMBI_0403	0.1
3_p03_B02	anc	HAMBI_1287	0.1
3_p03_B02	anc	HAMBI_1977	0.8
3_p03_B03	evo	HAMBI_0403	0.1
3_p03_B03	anc	HAMBI_1287	0.1
3_p03_B03	evo	HAMBI_1896	0.8
3_p03_B04	evo	HAMBI_0403	0.1
3_p03_B04	anc	HAMBI_1287	0.1
3_p03_B04	evo	HAMBI_1977	0.8
3_p03_B05	evo	HAMBI_0403	0.1
3_p03_B05	anc	HAMBI_1287	0.8
3_p03_B05	anc	HAMBI_1896	0.1
3_p03_B06	evo	HAMBI_0403	0.1
3_p03_B06	anc	HAMBI_1287	0.8
3_p03_B06	anc	HAMBI_1977	0.1
3_p03_B07	evo	HAMBI_0403	0.1
3_p03_B07	anc	HAMBI_1287	0.8
3_p03_B07	evo	HAMBI_1896	0.1
3_p03_B08	evo	HAMBI_0403	0.1
3_p03_B08	anc	HAMBI_1287	0.8
3_p03_B08	evo	HAMBI_1977	0.1
3_p03_B09	evo	HAMBI_0403	0.1
3_p03_B09	anc	HAMBI_1977	0.1
3_p03_B09	anc	HAMBI_1896	0.8
3_p03_B10	evo	HAMBI_0403	0.1
3_p03_B10	anc	HAMBI_1977	0.1
3_p03_B10	evo	HAMBI_1896	0.8
3_p03_B11	evo	HAMBI_0403	0.1
3_p03_B11	anc	HAMBI_1977	0.8
3_p03_B11	anc	HAMBI_1896	0.1
3_p03_B12	evo	HAMBI_0403	0.1
3_p03_B12	anc	HAMBI_1977	0.8
3_p03_B12	evo	HAMBI_1896	0.1
3_p03_D01	evo	HAMBI_0403	0.1
3_p03_D01	evo	HAMBI_1287	0.1
3_p03_D01	anc	HAMBI_1896	0.8
3_p03_D02	evo	HAMBI_0403	0.1
3_p03_D02	evo	HAMBI_1287	0.1
3_p03_D02	anc	HAMBI_1977	0.8
3_p03_D03	evo	HAMBI_0403	0.1
3_p03_D03	evo	HAMBI_1287	0.1
3_p03_D03	evo	HAMBI_1896	0.8
3_p03_D04	evo	HAMBI_0403	0.1
3_p03_D04	evo	HAMBI_1287	0.1
3_p03_D04	evo	HAMBI_1977	0.8
3_p03_D05	evo	HAMBI_0403	0.1
3_p03_D05	evo	HAMBI_1287	0.8
3_p03_D05	anc	HAMBI_1896	0.1
3_p03_D06	evo	HAMBI_0403	0.1
3_p03_D06	evo	HAMBI_1287	0.8
3_p03_D06	anc	HAMBI_1977	0.1
3_p03_D07	evo	HAMBI_0403	0.1
3_p03_D07	evo	HAMBI_1287	0.8
3_p03_D07	evo	HAMBI_1896	0.1
3_p03_D08	evo	HAMBI_0403	0.1
3_p03_D08	evo	HAMBI_1287	0.8
3_p03_D08	evo	HAMBI_1977	0.1
3_p03_D09	evo	HAMBI_0403	0.1
3_p03_D09	evo	HAMBI_1977	0.1
3_p03_D09	anc	HAMBI_1896	0.8
3_p03_D10	evo	HAMBI_0403	0.1
3_p03_D10	evo	HAMBI_1977	0.1
3_p03_D10	evo	HAMBI_1896	0.8
3_p03_D11	evo	HAMBI_0403	0.1
3_p03_D11	evo	HAMBI_1977	0.8
3_p03_D11	anc	HAMBI_1896	0.1
3_p03_D12	evo	HAMBI_0403	0.1
3_p03_D12	evo	HAMBI_1977	0.8
3_p03_D12	evo	HAMBI_1896	0.1
3_p03_F01	evo	HAMBI_0403	0.8
3_p03_F01	anc	HAMBI_1287	0.1
3_p03_F01	anc	HAMBI_1896	0.1
3_p03_F02	evo	HAMBI_0403	0.8
3_p03_F02	anc	HAMBI_1287	0.1
3_p03_F02	anc	HAMBI_1977	0.1
3_p03_F03	evo	HAMBI_0403	0.8
3_p03_F03	anc	HAMBI_1287	0.1
3_p03_F03	evo	HAMBI_1896	0.1
3_p03_F04	evo	HAMBI_0403	0.8
3_p03_F04	anc	HAMBI_1287	0.1
3_p03_F04	evo	HAMBI_1977	0.1
3_p03_F05	evo	HAMBI_0403	0.8
3_p03_F05	anc	HAMBI_1977	0.1
3_p03_F05	anc	HAMBI_1896	0.1
3_p03_F06	evo	HAMBI_0403	0.8
3_p03_F06	anc	HAMBI_1977	0.1
3_p03_F06	evo	HAMBI_1896	0.1
3_p03_F07	evo	HAMBI_0403	0.8
3_p03_F07	evo	HAMBI_1287	0.1
3_p03_F07	anc	HAMBI_1896	0.1
3_p03_F08	evo	HAMBI_0403	0.8
3_p03_F08	evo	HAMBI_1287	0.1
3_p03_F08	anc	HAMBI_1977	0.1
3_p03_F09	evo	HAMBI_0403	0.8
3_p03_F09	evo	HAMBI_1287	0.1
3_p03_F09	evo	HAMBI_1896	0.1
3_p03_F10	evo	HAMBI_0403	0.8
3_p03_F10	evo	HAMBI_1287	0.1
3_p03_F10	evo	HAMBI_1977	0.1
3_p03_F11	evo	HAMBI_0403	0.8
3_p03_F11	evo	HAMBI_1977	0.1
3_p03_F11	anc	HAMBI_1896	0.1
3_p03_F12	evo	HAMBI_0403	0.8
3_p03_F12	evo	HAMBI_1977	0.1
3_p03_F12	evo	HAMBI_1896	0.1
3_p03_H01	evo	HAMBI_1287	0.1
3_p03_H01	anc	HAMBI_1977	0.1
3_p03_H01	anc	HAMBI_1896	0.8
3_p03_H02	evo	HAMBI_1287	0.1
3_p03_H02	anc	HAMBI_1977	0.1
3_p03_H02	evo	HAMBI_1896	0.8
3_p03_H03	evo	HAMBI_1287	0.1
3_p03_H03	anc	HAMBI_1977	0.8
3_p03_H03	anc	HAMBI_1896	0.1
3_p03_H04	evo	HAMBI_1287	0.1
3_p03_H04	anc	HAMBI_1977	0.8
3_p03_H04	evo	HAMBI_1896	0.1
3_p03_H05	evo	HAMBI_1287	0.1
3_p03_H05	evo	HAMBI_1977	0.1
3_p03_H05	anc	HAMBI_1896	0.8
3_p03_H06	evo	HAMBI_1287	0.1
3_p03_H06	evo	HAMBI_1977	0.1
3_p03_H06	evo	HAMBI_1896	0.8
3_p03_H07	evo	HAMBI_1287	0.1
3_p03_H07	evo	HAMBI_1977	0.8
3_p03_H07	anc	HAMBI_1896	0.1
3_p03_H08	evo	HAMBI_1287	0.1
3_p03_H08	evo	HAMBI_1977	0.8
3_p03_H08	evo	HAMBI_1896	0.1
3_p03_H09	evo	HAMBI_1287	0.8
3_p03_H09	anc	HAMBI_1977	0.1
3_p03_H09	anc	HAMBI_1896	0.1
3_p03_H10	evo	HAMBI_1287	0.8
3_p03_H10	anc	HAMBI_1977	0.1
3_p03_H10	evo	HAMBI_1896	0.1
3_p03_H11	evo	HAMBI_1287	0.8
3_p03_H11	evo	HAMBI_1977	0.1
3_p03_H11	anc	HAMBI_1896	0.1
3_p03_H12	evo	HAMBI_1287	0.8
3_p03_H12	evo	HAMBI_1977	0.1
3_p03_H12	evo	HAMBI_1896	0.1
3_p04_A01	anc	HAMBI_0403	0.1
3_p04_A01	anc	HAMBI_1287	0.1
3_p04_A01	anc	HAMBI_1896	0.8
3_p04_A02	anc	HAMBI_0403	0.1
3_p04_A02	anc	HAMBI_1287	0.1
3_p04_A02	anc	HAMBI_1977	0.8
3_p04_A03	anc	HAMBI_0403	0.1
3_p04_A03	anc	HAMBI_1287	0.1
3_p04_A03	evo	HAMBI_1896	0.8
3_p04_A04	anc	HAMBI_0403	0.1
3_p04_A04	anc	HAMBI_1287	0.1
3_p04_A04	evo	HAMBI_1977	0.8
3_p04_A05	anc	HAMBI_0403	0.1
3_p04_A05	anc	HAMBI_1287	0.8
3_p04_A05	anc	HAMBI_1896	0.1
3_p04_A06	anc	HAMBI_0403	0.1
3_p04_A06	anc	HAMBI_1287	0.8
3_p04_A06	anc	HAMBI_1977	0.1
3_p04_A07	anc	HAMBI_0403	0.1
3_p04_A07	anc	HAMBI_1287	0.8
3_p04_A07	evo	HAMBI_1896	0.1
3_p04_A08	anc	HAMBI_0403	0.1
3_p04_A08	anc	HAMBI_1287	0.8
3_p04_A08	evo	HAMBI_1977	0.1
3_p04_A09	anc	HAMBI_0403	0.1
3_p04_A09	anc	HAMBI_1977	0.1
3_p04_A09	anc	HAMBI_1896	0.8
3_p04_A10	anc	HAMBI_0403	0.1
3_p04_A10	anc	HAMBI_1977	0.1
3_p04_A10	evo	HAMBI_1896	0.8
3_p04_A11	anc	HAMBI_0403	0.1
3_p04_A11	anc	HAMBI_1977	0.8
3_p04_A11	anc	HAMBI_1896	0.1
3_p04_A12	anc	HAMBI_0403	0.1
3_p04_A12	anc	HAMBI_1977	0.8
3_p04_A12	evo	HAMBI_1896	0.1
3_p04_C01	anc	HAMBI_0403	0.1
3_p04_C01	evo	HAMBI_1287	0.1
3_p04_C01	anc	HAMBI_1896	0.8
3_p04_C02	anc	HAMBI_0403	0.1
3_p04_C02	evo	HAMBI_1287	0.1
3_p04_C02	anc	HAMBI_1977	0.8
3_p04_C03	anc	HAMBI_0403	0.1
3_p04_C03	evo	HAMBI_1287	0.1
3_p04_C03	evo	HAMBI_1896	0.8
3_p04_C04	anc	HAMBI_0403	0.1
3_p04_C04	evo	HAMBI_1287	0.1
3_p04_C04	evo	HAMBI_1977	0.8
3_p04_C05	anc	HAMBI_0403	0.1
3_p04_C05	evo	HAMBI_1287	0.8
3_p04_C05	anc	HAMBI_1896	0.1
3_p04_C06	anc	HAMBI_0403	0.1
3_p04_C06	evo	HAMBI_1287	0.8
3_p04_C06	anc	HAMBI_1977	0.1
3_p04_C07	anc	HAMBI_0403	0.1
3_p04_C07	evo	HAMBI_1287	0.8
3_p04_C07	evo	HAMBI_1896	0.1
3_p04_C08	anc	HAMBI_0403	0.1
3_p04_C08	evo	HAMBI_1287	0.8
3_p04_C08	evo	HAMBI_1977	0.1
3_p04_C09	anc	HAMBI_0403	0.1
3_p04_C09	evo	HAMBI_1977	0.1
3_p04_C09	anc	HAMBI_1896	0.8
3_p04_C10	anc	HAMBI_0403	0.1
3_p04_C10	evo	HAMBI_1977	0.1
3_p04_C10	evo	HAMBI_1896	0.8
3_p04_C11	anc	HAMBI_0403	0.1
3_p04_C11	evo	HAMBI_1977	0.8
3_p04_C11	anc	HAMBI_1896	0.1
3_p04_C12	anc	HAMBI_0403	0.1
3_p04_C12	evo	HAMBI_1977	0.8
3_p04_C12	evo	HAMBI_1896	0.1
3_p04_E01	anc	HAMBI_0403	0.8
3_p04_E01	anc	HAMBI_1287	0.1
3_p04_E01	anc	HAMBI_1896	0.1
3_p04_E02	anc	HAMBI_0403	0.8
3_p04_E02	anc	HAMBI_1287	0.1
3_p04_E02	anc	HAMBI_1977	0.1
3_p04_E03	anc	HAMBI_0403	0.8
3_p04_E03	anc	HAMBI_1287	0.1
3_p04_E03	evo	HAMBI_1896	0.1
3_p04_E04	anc	HAMBI_0403	0.8
3_p04_E04	anc	HAMBI_1287	0.1
3_p04_E04	evo	HAMBI_1977	0.1
3_p04_E05	anc	HAMBI_0403	0.8
3_p04_E05	anc	HAMBI_1977	0.1
3_p04_E05	anc	HAMBI_1896	0.1
3_p04_E06	anc	HAMBI_0403	0.8
3_p04_E06	anc	HAMBI_1977	0.1
3_p04_E06	evo	HAMBI_1896	0.1
3_p04_E07	anc	HAMBI_0403	0.8
3_p04_E07	evo	HAMBI_1287	0.1
3_p04_E07	anc	HAMBI_1896	0.1
3_p04_E08	anc	HAMBI_0403	0.8
3_p04_E08	evo	HAMBI_1287	0.1
3_p04_E08	anc	HAMBI_1977	0.1
3_p04_E09	anc	HAMBI_0403	0.8
3_p04_E09	evo	HAMBI_1287	0.1
3_p04_E09	evo	HAMBI_1896	0.1
3_p04_E10	anc	HAMBI_0403	0.8
3_p04_E10	evo	HAMBI_1287	0.1
3_p04_E10	evo	HAMBI_1977	0.1
3_p04_E11	anc	HAMBI_0403	0.8
3_p04_E11	evo	HAMBI_1977	0.1
3_p04_E11	anc	HAMBI_1896	0.1
3_p04_E12	anc	HAMBI_0403	0.8
3_p04_E12	evo	HAMBI_1977	0.1
3_p04_E12	evo	HAMBI_1896	0.1
3_p04_G01	anc	HAMBI_1287	0.1
3_p04_G01	anc	HAMBI_1977	0.1
3_p04_G01	anc	HAMBI_1896	0.8
3_p04_G02	anc	HAMBI_1287	0.1
3_p04_G02	anc	HAMBI_1977	0.1
3_p04_G02	evo	HAMBI_1896	0.8
3_p04_G03	anc	HAMBI_1287	0.1
3_p04_G03	anc	HAMBI_1977	0.8
3_p04_G03	anc	HAMBI_1896	0.1
3_p04_G04	anc	HAMBI_1287	0.1
3_p04_G04	anc	HAMBI_1977	0.8
3_p04_G04	evo	HAMBI_1896	0.1
3_p04_G05	anc	HAMBI_1287	0.1
3_p04_G05	evo	HAMBI_1977	0.1
3_p04_G05	anc	HAMBI_1896	0.8
3_p04_G06	anc	HAMBI_1287	0.1
3_p04_G06	evo	HAMBI_1977	0.1
3_p04_G06	evo	HAMBI_1896	0.8
3_p04_G07	anc	HAMBI_1287	0.1
3_p04_G07	evo	HAMBI_1977	0.8
3_p04_G07	anc	HAMBI_1896	0.1
3_p04_G08	anc	HAMBI_1287	0.1
3_p04_G08	evo	HAMBI_1977	0.8
3_p04_G08	evo	HAMBI_1896	0.1
3_p04_G09	anc	HAMBI_1287	0.8
3_p04_G09	anc	HAMBI_1977	0.1
3_p04_G09	anc	HAMBI_1896	0.1
3_p04_G10	anc	HAMBI_1287	0.8
3_p04_G10	anc	HAMBI_1977	0.1
3_p04_G10	evo	HAMBI_1896	0.1
3_p04_G11	anc	HAMBI_1287	0.8
3_p04_G11	evo	HAMBI_1977	0.1
3_p04_G11	anc	HAMBI_1896	0.1
3_p04_G12	anc	HAMBI_1287	0.8
3_p04_G12	evo	HAMBI_1977	0.1
3_p04_G12	evo	HAMBI_1896	0.1
3_p04_B01	evo	HAMBI_0403	0.1
3_p04_B01	anc	HAMBI_1287	0.1
3_p04_B01	anc	HAMBI_1896	0.8
3_p04_B02	evo	HAMBI_0403	0.1
3_p04_B02	anc	HAMBI_1287	0.1
3_p04_B02	anc	HAMBI_1977	0.8
3_p04_B03	evo	HAMBI_0403	0.1
3_p04_B03	anc	HAMBI_1287	0.1
3_p04_B03	evo	HAMBI_1896	0.8
3_p04_B04	evo	HAMBI_0403	0.1
3_p04_B04	anc	HAMBI_1287	0.1
3_p04_B04	evo	HAMBI_1977	0.8
3_p04_B05	evo	HAMBI_0403	0.1
3_p04_B05	anc	HAMBI_1287	0.8
3_p04_B05	anc	HAMBI_1896	0.1
3_p04_B06	evo	HAMBI_0403	0.1
3_p04_B06	anc	HAMBI_1287	0.8
3_p04_B06	anc	HAMBI_1977	0.1
3_p04_B07	evo	HAMBI_0403	0.1
3_p04_B07	anc	HAMBI_1287	0.8
3_p04_B07	evo	HAMBI_1896	0.1
3_p04_B08	evo	HAMBI_0403	0.1
3_p04_B08	anc	HAMBI_1287	0.8
3_p04_B08	evo	HAMBI_1977	0.1
3_p04_B09	evo	HAMBI_0403	0.1
3_p04_B09	anc	HAMBI_1977	0.1
3_p04_B09	anc	HAMBI_1896	0.8
3_p04_B10	evo	HAMBI_0403	0.1
3_p04_B10	anc	HAMBI_1977	0.1
3_p04_B10	evo	HAMBI_1896	0.8
3_p04_B11	evo	HAMBI_0403	0.1
3_p04_B11	anc	HAMBI_1977	0.8
3_p04_B11	anc	HAMBI_1896	0.1
3_p04_B12	evo	HAMBI_0403	0.1
3_p04_B12	anc	HAMBI_1977	0.8
3_p04_B12	evo	HAMBI_1896	0.1
3_p04_D01	evo	HAMBI_0403	0.1
3_p04_D01	evo	HAMBI_1287	0.1
3_p04_D01	anc	HAMBI_1896	0.8
3_p04_D02	evo	HAMBI_0403	0.1
3_p04_D02	evo	HAMBI_1287	0.1
3_p04_D02	anc	HAMBI_1977	0.8
3_p04_D03	evo	HAMBI_0403	0.1
3_p04_D03	evo	HAMBI_1287	0.1
3_p04_D03	evo	HAMBI_1896	0.8
3_p04_D04	evo	HAMBI_0403	0.1
3_p04_D04	evo	HAMBI_1287	0.1
3_p04_D04	evo	HAMBI_1977	0.8
3_p04_D05	evo	HAMBI_0403	0.1
3_p04_D05	evo	HAMBI_1287	0.8
3_p04_D05	anc	HAMBI_1896	0.1
3_p04_D06	evo	HAMBI_0403	0.1
3_p04_D06	evo	HAMBI_1287	0.8
3_p04_D06	anc	HAMBI_1977	0.1
3_p04_D07	evo	HAMBI_0403	0.1
3_p04_D07	evo	HAMBI_1287	0.8
3_p04_D07	evo	HAMBI_1896	0.1
3_p04_D08	evo	HAMBI_0403	0.1
3_p04_D08	evo	HAMBI_1287	0.8
3_p04_D08	evo	HAMBI_1977	0.1
3_p04_D09	evo	HAMBI_0403	0.1
3_p04_D09	evo	HAMBI_1977	0.1
3_p04_D09	anc	HAMBI_1896	0.8
3_p04_D10	evo	HAMBI_0403	0.1
3_p04_D10	evo	HAMBI_1977	0.1
3_p04_D10	evo	HAMBI_1896	0.8
3_p04_D11	evo	HAMBI_0403	0.1
3_p04_D11	evo	HAMBI_1977	0.8
3_p04_D11	anc	HAMBI_1896	0.1
3_p04_D12	evo	HAMBI_0403	0.1
3_p04_D12	evo	HAMBI_1977	0.8
3_p04_D12	evo	HAMBI_1896	0.1
3_p04_F01	evo	HAMBI_0403	0.8
3_p04_F01	anc	HAMBI_1287	0.1
3_p04_F01	anc	HAMBI_1896	0.1
3_p04_F02	evo	HAMBI_0403	0.8
3_p04_F02	anc	HAMBI_1287	0.1
3_p04_F02	anc	HAMBI_1977	0.1
3_p04_F03	evo	HAMBI_0403	0.8
3_p04_F03	anc	HAMBI_1287	0.1
3_p04_F03	evo	HAMBI_1896	0.1
3_p04_F04	evo	HAMBI_0403	0.8
3_p04_F04	anc	HAMBI_1287	0.1
3_p04_F04	evo	HAMBI_1977	0.1
3_p04_F05	evo	HAMBI_0403	0.8
3_p04_F05	anc	HAMBI_1977	0.1
3_p04_F05	anc	HAMBI_1896	0.1
3_p04_F06	evo	HAMBI_0403	0.8
3_p04_F06	anc	HAMBI_1977	0.1
3_p04_F06	evo	HAMBI_1896	0.1
3_p04_F07	evo	HAMBI_0403	0.8
3_p04_F07	evo	HAMBI_1287	0.1
3_p04_F07	anc	HAMBI_1896	0.1
3_p04_F08	evo	HAMBI_0403	0.8
3_p04_F08	evo	HAMBI_1287	0.1
3_p04_F08	anc	HAMBI_1977	0.1
3_p04_F09	evo	HAMBI_0403	0.8
3_p04_F09	evo	HAMBI_1287	0.1
3_p04_F09	evo	HAMBI_1896	0.1
3_p04_F10	evo	HAMBI_0403	0.8
3_p04_F10	evo	HAMBI_1287	0.1
3_p04_F10	evo	HAMBI_1977	0.1
3_p04_F11	evo	HAMBI_0403	0.8
3_p04_F11	evo	HAMBI_1977	0.1
3_p04_F11	anc	HAMBI_1896	0.1
3_p04_F12	evo	HAMBI_0403	0.8
3_p04_F12	evo	HAMBI_1977	0.1
3_p04_F12	evo	HAMBI_1896	0.1
3_p04_H01	evo	HAMBI_1287	0.1
3_p04_H01	anc	HAMBI_1977	0.1
3_p04_H01	anc	HAMBI_1896	0.8
3_p04_H02	evo	HAMBI_1287	0.1
3_p04_H02	anc	HAMBI_1977	0.1
3_p04_H02	evo	HAMBI_1896	0.8
3_p04_H03	evo	HAMBI_1287	0.1
3_p04_H03	anc	HAMBI_1977	0.8
3_p04_H03	anc	HAMBI_1896	0.1
3_p04_H04	evo	HAMBI_1287	0.1
3_p04_H04	anc	HAMBI_1977	0.8
3_p04_H04	evo	HAMBI_1896	0.1
3_p04_H05	evo	HAMBI_1287	0.1
3_p04_H05	evo	HAMBI_1977	0.1
3_p04_H05	anc	HAMBI_1896	0.8
3_p04_H06	evo	HAMBI_1287	0.1
3_p04_H06	evo	HAMBI_1977	0.1
3_p04_H06	evo	HAMBI_1896	0.8
3_p04_H07	evo	HAMBI_1287	0.1
3_p04_H07	evo	HAMBI_1977	0.8
3_p04_H07	anc	HAMBI_1896	0.1
3_p04_H08	evo	HAMBI_1287	0.1
3_p04_H08	evo	HAMBI_1977	0.8
3_p04_H08	evo	HAMBI_1896	0.1
3_p04_H09	evo	HAMBI_1287	0.8
3_p04_H09	anc	HAMBI_1977	0.1
3_p04_H09	anc	HAMBI_1896	0.1
3_p04_H10	evo	HAMBI_1287	0.8
3_p04_H10	anc	HAMBI_1977	0.1
3_p04_H10	evo	HAMBI_1896	0.1
3_p04_H11	evo	HAMBI_1287	0.8
3_p04_H11	evo	HAMBI_1977	0.1
3_p04_H11	anc	HAMBI_1896	0.1
3_p04_H12	evo	HAMBI_1287	0.8
3_p04_H12	evo	HAMBI_1977	0.1
3_p04_H12	evo	HAMBI_1896	0.1
3_p05_A01	anc	HAMBI_0403	0.1
3_p05_A01	anc	HAMBI_1287	0.1
3_p05_A01	anc	HAMBI_1896	0.8
3_p05_A02	anc	HAMBI_0403	0.1
3_p05_A02	anc	HAMBI_1287	0.1
